gmCode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0_phi_ci95l,resid_10p0_phi,resid_10p0_phi_ci95u,resid_10p0_tau_ci95l,resid_10p0_tau,resid_10p0_tau_ci95u,resid_10p0_intra,resid_10p0_inter
364,4.04,3,44.14,735768.5,0.97273,1.67705,1.87991,1.19057,1.6191,3.07547,4.58754,5.50337,6.13518,6.62976,8.18604,410,735768.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,6.8424306436904,0.804752044699557
372,4.04,3,164.26,735768.5,-1.44852,-0.57156,-0.06343,0.53572,0.77053,0.78435,0.7426,0.65135,0.61885,0.68721,0.67647,989,735768.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.667139356309599,0.804752044699557
373,4.04,3,146.18,735768.5,-1.28721,-0.47641,-0.56871,-0.74551,-0.75422,-0.7066,-0.89779,-0.3864,-0.67821,-0.71433,-0.61903,1016,735768.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.9626393563096,0.804752044699557
374,4.04,3,169.78,735768.5,-0.94899,0.3367,-0.17224,-0.4329,-0.06663,0.30727,0.58692,0.29648,0.85959,1.01091,0.75258,700,735768.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.591029356309599,0.804752044699557
377,4.04,3,214.2,735768.5,-1.87434,-0.37103,-0.87303,-0.43006,0.13946,0.72436,0.64519,0.9161,0.94289,1.18293,0.99063,1073,735768.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.352979356309599,0.804752044699557
378,4.04,3,253.48,735768.5,-1.34219,-0.90714,-0.76677,-0.77099,-0.35943,-0.60329,-0.38381,0.00668,-0.32821,-0.49808,-0.4364,875,735768.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.7800093563096,0.804752044699557
381,4.05,4,95.3,735792.7,-1.22969,0.29531,0.50027,0.27297,0.2897,0.44278,0.43846,0.87252,1.10006,1.00956,0.72501,493,735792.7,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.290096918131469,-0.103944229741511
399,4.05,4,134.63,735792.7,-0.78917,0.01261,-0.15769,0.04623,0.19942,-0.09788,-0.1083,0.61853,0.76513,0.6918,0.7873,989,735792.7,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.352386918131469,-0.103944229741511
400,4.05,4,133.19,735792.7,-1.39316,-0.27843,-0.38893,-0.33819,-0.42207,-0.56817,-0.71669,-0.65631,-0.75053,-0.62533,-0.40195,1016,735792.7,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.836863081868531,-0.103944229741511
401,4.05,4,165.43,735792.7,-1.13666,-0.00821,-0.33987,-0.13311,-0.38622,0.38063,0.43403,1.34642,1.48503,1.30186,0.58229,700,735792.7,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.147376918131469,-0.103944229741511
403,4.05,4,186.02,735792.7,-2.52051,-1.16184,-1.37006,-1.43267,-1.07752,-1.07496,-0.19239,-0.7239,-0.72898,-0.41221,-0.581,1859,735792.7,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.01591308186853,-0.103944229741511
404,4.05,4,223.52,735792.7,-2.99841,-1.38301,-1.26055,-0.88974,-0.31042,0.35747,0.34738,0.44957,0.87353,1.08006,0.84852,1073,735792.7,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.413606918131469,-0.103944229741511
431,4.32,5,89.07,735830.5,-1.48133,-0.91202,-0.51417,-0.96582,-0.73413,-1.3878,-1.04691,-0.76838,-0.39571,-0.60146,-0.4557,493,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.756701442234784,-0.237855869375258
438,4.32,5,203.88,735830.5,-2.3948,-1.18521,-0.77509,-0.83046,-0.65587,-0.59267,-0.33305,0.07831,0.09924,-0.18946,-0.25404,853,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.555041442234784,-0.237855869375258
441,4.32,5,27.32,735830.5,-1.69488,-0.91518,0.21324,0.37019,0.25493,1.40537,2.87228,3.7828,4.42215,4.91728,6.45179,321,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,6.15078855776522,-0.237855869375258
449,4.32,5,79,735830.5,-1.91128,-1.13604,-1.19413,-1.27973,-1.60669,-1.56088,-1.13167,-0.75348,-0.33956,-0.18244,-0.47739,503,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.778391442234784,-0.237855869375258
450,4.32,5,149.02,735830.5,-1.65877,-1.29151,-1.05057,-0.62092,-0.80172,-0.05384,-0.54819,-0.47158,-0.24982,0.08694,-0.01149,989,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.312491442234784,-0.237855869375258
451,4.32,5,151.52,735830.5,-2.15252,-1.6038,-1.19093,-1.05687,-1.20545,-1.29793,-0.93744,-0.99723,-0.99503,-1.0605,-0.97525,1016,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.27625144223478,-0.237855869375258
452,4.32,5,285.25,735830.5,-1.17539,-1.0544,-1.42692,-1.72659,-1.90334,-1.61281,-1.65747,-1.35593,-1.06439,-1.23496,-1.50311,670,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.80411144223478,-0.237855869375258
453,4.32,5,169.16,735830.5,-2.51372,-1.63343,-1.11041,-0.85819,-1.06544,-0.85941,-0.73689,-0.77551,-1.07423,-1.00458,-0.68674,1859,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.987741442234784,-0.237855869375258
454,4.32,5,234.58,735830.5,-3.43644,-2.06838,-1.86454,-1.34519,-1.03311,-0.75942,-0.04013,-0.04834,-0.0564,0.41753,0.40495,1073,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.103948557765216,-0.237855869375258
455,4.32,5,277.32,735830.5,-1.89931,-1.1861,-0.98067,-0.95876,-0.85286,-1.00967,-0.97188,-0.8725,-0.81062,-0.86925,-0.96882,875,735830.5,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.26982144223478,-0.237855869375258
518,4.16,4,218.26,735882.6,-1.81652,-0.23708,-0.16086,0.11403,0.17206,0.73152,1.04181,0.56448,0.59109,1.17262,1.11145,853,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.461345394272785,0.111247294117172
523,4.16,4,52.25,735882.6,-0.03443,1.96462,2.36313,1.90658,1.72707,1.67258,1.47614,1.79476,2.15327,2.52183,4.00719,410,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,3.35708539427278,0.111247294117172
525,4.16,4,86.37,735882.6,-1.39769,-1.06026,-0.46287,0.00727,-0.09223,0.36686,0.52999,0.95185,0.74636,0.56067,0.21242,378,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.437684605727215,0.111247294117172
528,4.16,4,64.4,735882.6,-1.29608,-0.96615,-0.47824,0.15018,0.23104,0.55843,0.62398,1.54061,1.43716,1.28057,0.92292,630,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.272815394272785,0.111247294117172
530,4.16,4,108.79,735882.6,-0.45804,-0.45066,-0.40678,0.1685,0.5026,-0.05474,-0.00257,0.89682,1.02279,0.92742,0.43792,989,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.212184605727215,0.111247294117172
533,4.16,4,220.35,735882.6,-0.07014,0.50804,0.36178,0.24332,-0.01168,0.25294,0.34104,0.06011,0.0342,0.14646,0.15002,670,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.500084605727215,0.111247294117172
534,4.16,4,282.89,735882.6,-2.4637,-1.19283,-0.48536,-0.84791,-1.04422,-0.395,-0.03964,0.55214,1.14681,1.28362,0.8373,512,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.187195394272785,0.111247294117172
535,4.16,4,227.28,735882.6,-1.90025,-1.49766,-1.25118,-0.93027,-0.68442,-1.05608,-1.18026,-0.83638,-0.69676,-1.04712,-1.15581,1859,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.80591460572721,0.111247294117172
536,4.16,4,198.27,735882.6,-2.66273,-1.23688,-1.25946,-1.33863,-1.34716,-0.43741,-0.01814,0.6443,0.80188,0.56257,0.02246,1073,735882.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.627644605727215,0.111247294117172
539,4.9,8,252.62,735915.9,-1.77052,-0.47058,0.1475,0.47822,0.98791,0.81898,1.6349,1.02864,1.3409,1.31177,0.89136,439,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.281878837926822,0.0706238504631354
545,4.9,8,67.45,735915.9,-1.70959,-0.20629,-0.57091,-0.56825,-0.54906,0.20227,0.27163,0.8809,0.81534,0.3214,0.16642,580,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.443061162073178,0.0706238504631354
550,4.9,8,189.51,735915.9,-1.08909,-0.03775,0.39829,0.52356,0.46557,0.76179,1.01856,0.68176,0.82236,0.92395,0.70778,502,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.0982988379268224,0.0706238504631354
551,4.9,8,206.78,735915.9,-2.08417,-0.69818,-0.28527,-0.02303,0.45036,1.24158,1.09386,1.06552,0.92204,1.14416,0.89148,378,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.281998837926822,0.0706238504631354
552,4.9,8,175.88,735915.9,-1.36767,0.00409,0.62621,0.74847,0.77821,1.02423,0.34241,0.65845,0.76256,0.63818,0.65476,492,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.0452788379268224,0.0706238504631354
553,4.9,8,196.5,735915.9,-1.61358,-0.23909,0.45051,0.13442,0.05502,0.63761,0.96743,1.00053,0.59895,0.36692,0.47949,461,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.129991162073178,0.0706238504631354
554,4.9,8,164.57,735915.9,-1.35377,-0.13233,0.22929,0.57708,0.55929,1.0999,1.03891,0.8647,0.94256,0.90392,0.85326,630,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.243778837926822,0.0706238504631354
555,4.9,8,166.94,735915.9,-0.48413,0.52761,0.52157,0.47432,0.64325,0.84402,0.54448,0.88216,0.83499,0.50875,0.29571,448,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.313771162073178,0.0706238504631354
559,4.9,8,207.96,735915.9,-1.16919,0.4604,0.13793,0.08307,0.21375,0.94991,0.80173,0.75284,0.71415,0.91601,0.70092,368,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.0914388379268224,0.0706238504631354
560,4.9,8,160.08,735915.9,-1.60396,-0.25513,0.06626,0.1816,-0.21692,0.30993,0.25861,0.96028,0.93402,0.71995,0.46078,666,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.148701162073178,0.0706238504631354
561,4.9,8,106.09,735915.9,-1.54426,-0.35234,-0.12786,-0.0983,-0.26973,0.07017,0.71855,1.47415,1.47826,1.32598,0.73625,989,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.126768837926822,0.0706238504631354
562,4.9,8,157.95,735915.9,-1.29737,-0.35169,-0.35095,-0.04798,0.04002,0.90216,0.62386,1.37664,1.40249,1.31212,0.91673,700,735915.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.307248837926822,0.0706238504631354
629,4.12,6,139.28,736000.6,-0.9886,-0.19636,-0.34707,-0.36783,0.24334,-0.10482,0.38671,0.46222,0.54574,0.36881,0.11354,796,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.332817275993142,-0.0925000356169003
647,4.12,6,77.31,736000.6,-0.66625,0.46257,0.08267,0.1571,0.23064,-0.05972,-0.18201,0.14573,0.4937,0.45467,0.55456,374,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.108202724006858,-0.0925000356169003
650,4.12,6,158.32,736000.6,-0.66553,-0.18267,0.06757,0.50377,0.52283,0.55057,0.15148,0.27206,0.54995,0.47893,0.19626,502,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.250097275993142,-0.0925000356169003
652,4.12,6,174.44,736000.6,-1.4092,0.03416,0.35426,0.56163,0.82072,0.45568,0.47918,0.46933,0.8374,0.76966,0.35431,461,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.0920472759931419,-0.0925000356169003
653,4.12,6,132.46,736000.6,-1.19716,-0.67539,-0.61859,-0.02484,-0.41264,-0.4392,0.02852,0.31235,0.50934,0.40565,0.03526,630,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.411097275993142,-0.0925000356169003
654,4.12,6,164,736000.6,-0.4212,0.4127,1.12528,1.1148,0.98376,1.10501,0.77122,0.63773,0.83118,0.89732,0.8325,448,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.386142724006858,-0.0925000356169003
655,4.12,6,158.33,736000.6,-0.4055,0.54321,0.67206,0.90292,0.78113,0.84762,0.64244,0.64625,0.83769,0.91639,0.87508,509,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.428722724006858,-0.0925000356169003
660,4.12,6,185.59,736000.6,-1.85376,-0.6792,-0.09335,-0.04434,0.59743,0.50483,0.31681,0.12291,0.26423,0.17555,0.2334,666,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.212957275993142,-0.0925000356169003
662,4.12,6,242.41,736000.6,-1.53593,-0.11513,0.02178,0.37878,0.42985,0.81965,0.6489,0.74528,0.43488,0.42625,0.6323,1016,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.185942724006858,-0.0925000356169003
663,4.12,6,79.84,736000.6,-1.03537,-0.77154,-0.57907,-0.25028,-0.28286,0.24096,0.35211,0.11244,0.38036,0.44077,0.07542,700,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.370937275993142,-0.0925000356169003
664,4.12,6,221.08,736000.6,-1.65524,-0.43578,0.28499,0.76462,0.74099,0.52588,0.3348,0.52494,0.59686,0.52399,0.42948,521,736000.6,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.016877275993142,-0.0925000356169003
708,4.07,4,45.76,736062.9,-0.82482,-0.25745,0.68197,0.41063,0.23514,0.7497,0.80009,1.00587,1.3397,1.24424,0.87162,525,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.40470069045351,-0.0719380020635521
709,4.07,4,88.66,736062.9,-0.93249,-0.69692,0.07482,-0.01954,-0.40292,-0.61884,-0.29454,0.18733,0.30627,0.42424,0.2147,493,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.25221930954649,-0.0719380020635521
726,4.07,4,31.04,736062.9,-1.03754,-0.58756,-0.37906,-0.79247,-1.06758,-0.0667,-0.02041,0.26421,0.34017,0.04086,0.42093,502,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.0459893095464901,-0.0719380020635521
735,4.07,4,143.69,736062.9,-1.75597,-0.69556,-0.39416,0.24852,0.18837,-0.34024,-0.35814,0.10836,0.57161,0.6481,0.34345,989,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.12346930954649,-0.0719380020635521
736,4.07,4,146.78,736062.9,-1.76837,-0.42703,-0.61928,-0.53601,-0.3587,-0.64472,-0.72757,-0.2268,-0.19783,-0.27429,-0.318,1016,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.78491930954649,-0.0719380020635521
737,4.07,4,153.7,736062.9,-1.38543,-0.78194,-0.48304,-0.4748,-0.2336,0.02181,0.28931,0.60885,1.07549,1.14172,0.67264,700,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.20572069045351,-0.0719380020635521
740,4.07,4,232.85,736062.9,-2.9026,-1.21019,-1.2539,-1.25073,-0.90784,0.12307,0.31858,0.34081,0.47367,0.69875,0.61372,1073,736062.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.14680069045351,-0.0719380020635521
742,4.09,4,70.92,736073.2,-1.10607,-0.07036,0.50825,0.23423,0.44705,1.25069,1.40875,1.57782,1.91277,1.8197,1.28433,664,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.643665540276811,0.101807148113147
744,4.09,4,85.32,736073.2,-1.24465,-0.05308,0.24259,0.15163,-0.34092,0.04976,0.08581,0.49199,0.68356,0.73847,0.35213,493,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.288534459723189,0.101807148113147
768,4.09,4,40.08,736073.2,-1.29365,-0.71748,-0.12019,0.41523,0.56469,0.82201,0.93237,0.98535,1.22662,1.22392,1.20928,502,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.568615540276811,0.101807148113147
769,4.09,4,19.41,736073.2,-1.84112,-1.22509,-0.64937,-0.58715,-0.32548,0.19228,0.2491,0.41023,0.75766,0.63248,0.46034,630,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.180324459723189,0.101807148113147
779,4.09,4,131.38,736073.2,-1.74388,-0.57741,-0.41245,0.12599,0.30868,-0.12035,-0.01562,0.18387,0.65182,0.68044,0.31767,989,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.322994459723189,0.101807148113147
781,4.09,4,156.89,736073.2,-1.17588,-0.29244,-0.42636,-0.22661,-0.03389,0.36544,0.7712,0.81884,1.28636,1.31786,0.7731,700,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.132435540276811,0.101807148113147
784,4.09,4,233.31,736073.2,-2.86412,-1.4037,-0.836,-0.5398,-0.34843,0.35306,0.20637,0.17687,0.67909,0.84631,0.72376,1073,736073.2,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.083095540276811,0.101807148113147
787,4.07,4,70.21,736081.9,-1.10778,-0.32986,0.66134,-0.03785,0.02614,1.16123,1.40117,1.64351,1.99414,1.89151,1.30723,664,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.740792161797487,0.0275805265924708
790,4.07,4,76.04,736081.9,-1.12605,-0.79478,-0.85363,-0.38261,-0.00767,1.0962,1.22818,1.4291,1.7653,1.66251,1.91499,578,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,1.34855216179749,0.0275805265924708
813,4.07,4,122.54,736081.9,-1.05265,0.05828,-0.29625,-0.6591,-0.84675,-0.36702,-0.42069,-0.20779,0.12718,0.24285,-0.01574,500,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.582177838202513,0.0275805265924708
820,4.07,4,132.4,736081.9,-1.84887,-0.87205,-0.65384,-0.12395,0.11202,-0.2159,-0.13169,0.23534,0.70469,0.75432,0.38339,989,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.183047838202513,0.0275805265924708
821,4.07,4,141.18,736081.9,-1.94738,-0.90621,-0.68592,-0.2738,-0.57813,-0.35513,-0.32444,-0.33938,-0.10051,0.15735,0.10654,1016,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.459897838202513,0.0275805265924708
822,4.07,4,155.18,736081.9,-1.34435,-0.84715,-0.28583,-0.27497,-0.38857,0.07102,0.73152,0.8342,1.34445,1.38397,0.8062,700,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.239762161797487,0.0275805265924708
823,4.07,4,272.44,736081.9,-0.49486,-0.46557,-0.79753,-0.71706,-0.47298,-0.34761,-0.67015,-0.48054,-0.59998,-0.62537,-0.6141,670,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-1.18053783820251,0.0275805265924708
825,4.07,4,234.71,736081.9,-3.12627,-1.49317,-1.02647,-0.72225,-0.50277,0.32712,0.28525,0.25265,0.7898,0.91221,0.81528,1073,736081.9,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.248842161797487,0.0275805265924708
857,4.17,3,70.89,736132.8,-1.38618,-1.35188,-0.93204,-1.2854,-1.30455,-1.38948,-0.61864,0.26487,0.52763,0.17213,-0.18057,796,736132.8,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,-0.454709470661349,-0.264717840948693
858,4.17,3,59.03,736132.8,-1.25925,0.38837,-0.36046,-0.4262,-0.4079,-0.5422,-0.41065,0.37631,0.73692,0.70048,0.37857,580,736132.8,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.104430529338651,-0.264717840948693
860,4.17,3,90.95,736132.8,-1.80098,-0.8281,-0.2396,0.09853,0.1097,-0.05578,0.04344,0.46699,1.05903,1.03232,0.55147,525,736132.8,0.38208695550571,0.538857311610042,0.695627667714374,0.956307322613173,1.01491281053675,1.07710982508942,0.286824568389153,0.406072319176892,0.574897503821836,0.277330529338651,-0.264717840948693
