gmcode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0_phi_ci95l,resid_10p0_phi,resid_10p0_phi_ci95u,resid_10p0_tau_ci95l,resid_10p0_tau,resid_10p0_tau_ci95u,resid_10p0_intra,resid_10p0_inter
53,4.33,14,106.29,734424.587836,0.91088,0.6208,0.33504,0.25482,0.27875,0.29104,0.42248,0.53991,0.11446,-0.04608,0.35202,1001,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.89880169735564,-0.0628106636048465
54,4.33,14,44.5,734424.587836,0.86542,0.19393,0.56726,0.89752,0.97418,0.80865,0.55783,0.66536,0.69342,0.70694,0.87292,805,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.37790169735564,-0.0628106636048465
61,4.33,14,131.67,734424.587836,2.64317,2.37204,1.30237,1.12823,1.10337,0.98048,0.72436,0.57134,0.43961,0.3034,0.39671,524,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.85411169735564,-0.0628106636048465
62,4.33,14,83.03,734424.587836,1.3309,1.80565,1.28855,1.41699,1.27238,1.20763,1.30257,1.27414,1.09348,0.96717,1.01612,818,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.23470169735564,-0.0628106636048465
63,4.33,14,95.14,734424.587836,1.83683,0.97727,0.47657,0.12814,0.27747,0.34424,-0.22404,-0.38702,-0.44189,-0.34194,-0.12739,1056,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-1.37821169735564,-0.0628106636048465
65,4.33,14,189.78,734424.587836,1.53245,2.07673,1.59083,1.75138,1.69746,1.80562,1.39565,1.32904,1.30443,1.19852,1.09616,1073,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.15466169735564,-0.0628106636048465
67,4.33,14,236.39,734424.587836,3.36084,3.43059,3.04289,2.6808,2.30763,1.84777,1.51185,1.36073,1.16986,1.14551,1.04976,726,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.20106169735564,-0.0628106636048465
68,4.33,14,179.47,734424.587836,2.45896,2.91953,2.40316,2.24447,2.21691,1.53706,1.03954,0.95752,0.86117,0.80473,1.02261,865,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.22821169735564,-0.0628106636048465
69,4.33,14,144.68,734424.587836,2.99226,3.2611,2.61523,2.36285,2.17947,1.61712,1.41574,1.28505,1.28503,1.30439,1.47233,577,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.22150830264436,-0.0628106636048465
71,4.33,14,172.84,734424.587836,2.19567,2.55672,2.7378,2.7114,2.62692,2.44506,2.00066,1.63083,1.51456,1.51288,1.62549,781,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.37466830264436,-0.0628106636048465
72,4.33,14,206.08,734424.587836,2.99135,3.5992,3.23995,2.5752,2.73717,2.37418,2.19468,1.85362,1.91229,1.86399,1.76102,532,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.51019830264436,-0.0628106636048465
73,4.33,14,275.41,734424.587836,3.71728,4.19903,3.51997,3.42617,2.88041,2.63863,2.19453,1.87287,1.67398,1.62685,1.67985,826,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.42902830264436,-0.0628106636048465
75,4.33,14,251.49,734424.587836,3.77455,3.89516,3.83758,3.13389,3.1583,2.8874,2.31719,2.20403,2.10516,2.05505,2.10689,499,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.85606830264436,-0.0628106636048465
77,4.33,14,229.43,734424.587836,2.69776,3.2042,3.14305,2.65489,2.47683,1.90898,1.3496,1.41418,1.32449,1.24136,1.19785,520,734424.587836,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.0529716973556398,-0.0628106636048465
79,4.7,3,260.63,734812.300521,4.5464,2.15593,1.48131,1.06435,0.59056,0.84026,0.67427,1.09125,0.93804,0.94316,0.89463,1015,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.681938733319739,0.262936372359252
84,4.7,3,239.6,734812.300521,3.36694,2.46601,2.0998,1.54907,1.12294,1.46953,1.63461,2.14084,2.24773,2.04378,1.43293,954,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.143638733319739,0.262936372359252
85,4.7,3,237.14,734812.300521,2.53285,2.51987,2.38088,1.89873,1.68326,2.47722,2.3471,2.12519,2.42252,2.3856,1.88368,1034,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.307111266680261,0.262936372359252
86,4.7,3,258.91,734812.300521,3.25336,3.05656,2.6096,2.55259,2.72758,2.31911,2.31733,2.08174,2.52001,2.62137,2.03815,867,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.461581266680261,0.262936372359252
87,4.7,3,295.01,734812.300521,2.93919,2.42596,2.13372,2.17293,1.8327,1.39718,1.63222,1.68413,2.2819,2.41747,1.86542,1620,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.288851266680261,0.262936372359252
88,4.7,3,167.2,734812.300521,2.79586,2.29835,2.20443,2.07911,1.70712,1.29933,1.37503,2.10993,1.96428,1.64684,1.06358,1141,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.512988733319739,0.262936372359252
89,4.7,3,150.54,734812.300521,1.85034,1.98936,1.89898,2.05955,1.55808,1.27536,1.44174,1.91418,2.30914,2.2561,1.59339,849,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.0168212666802614,0.262936372359252
90,4.7,3,181.22,734812.300521,2.75821,1.89128,1.07158,1.22317,1.30518,1.70514,2.14572,2.04292,2.42456,2.43001,1.96203,1026,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.385461266680261,0.262936372359252
91,4.7,3,235,734812.300521,4.09938,2.97039,2.57844,2.6692,2.15896,1.3483,2.04707,1.72696,2.1483,2.21665,1.97086,1396,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.394291266680261,0.262936372359252
92,4.7,3,270.12,734812.300521,3.3978,2.45557,1.32334,1.11133,1.11656,1.50809,1.11335,1.48516,1.87452,2.06317,1.60899,939,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.0324212666802612,0.262936372359252
93,4.7,3,225.65,734812.300521,2.80091,2.15979,2.12406,1.93239,2.24376,2.86417,2.60692,2.92157,3.06238,3.03548,2.29427,700,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.717701266680261,0.262936372359252
94,4.7,3,89.09,734812.300521,1.02064,0.68579,0.38904,0.17119,0.06122,0.4219,1.52641,2.18313,2.08718,1.84692,1.09662,969,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.479948733319739,0.262936372359252
95,4.7,3,126.22,734812.300521,1.71771,1.04525,0.72937,0.15644,0.12263,0.44337,0.71896,1.15826,1.66155,1.75109,1.28181,1153,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.294758733319739,0.262936372359252
96,4.7,3,170.04,734812.300521,2.92539,2.07208,0.84683,0.6784,0.60311,0.55969,0.84722,1.42087,1.59891,1.76455,1.40513,1541,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.171438733319739,0.262936372359252
97,4.7,3,229.37,734812.300521,3.75782,3.24432,2.33048,1.73266,1.09102,0.75663,1.26959,1.27406,1.08645,1.09353,1.1085,670,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.468068733319739,0.262936372359252
98,4.7,3,72.53,734812.300521,0.59632,0.19206,-0.38396,-0.58142,-0.6345,-0.24624,0.54754,0.87706,0.81079,0.57418,0.27535,914,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-1.30121873331974,0.262936372359252
100,4.7,3,209.35,734812.300521,2.7323,2.51331,2.50116,1.90988,1.51187,1.41098,1.26245,1.33481,1.09641,0.99991,0.96771,455,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.608858733319739,0.262936372359252
101,4.7,3,277.26,734812.300521,2.73206,2.3823,2.18699,1.72812,1.29585,1.40992,1.34389,1.59128,1.24964,1.39634,1.07607,211,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.500498733319739,0.262936372359252
102,4.7,3,49.08,734812.300521,-0.13507,-0.18408,0.19912,0.06528,0.48634,0.9849,1.1045,1.8961,2.16377,2.03416,1.50403,521,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.0725387333197387,0.262936372359252
103,4.7,3,64.35,734812.300521,0.29169,-0.16356,0.05866,0.2057,-0.12801,0.92402,1.2347,2.28683,2.36587,2.19418,1.47974,985,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.0968287333197386,0.262936372359252
104,4.7,3,124.55,734812.300521,1.72733,2.02788,2.62537,1.92556,1.4945,1.57232,1.62505,2.48247,2.71461,2.65748,2.06075,1321,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.484181266680261,0.262936372359252
105,4.7,3,205.44,734812.300521,2.41627,1.98508,2.21599,2.44991,1.85022,2.43018,2.68845,2.40678,2.26123,2.41598,2.17839,1120,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.601821266680261,0.262936372359252
106,4.7,3,267.41,734812.300521,1.6735,1.89011,1.34738,1.31242,0.86639,1.0802,1.56326,1.62096,1.99424,2.16776,1.82394,512,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.247371266680261,0.262936372359252
107,4.7,3,210.43,734812.300521,1.57102,1.62466,1.02373,1.3281,1.08896,0.94778,0.59822,0.53995,0.718,0.44574,0.83757,1859,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.738998733319739,0.262936372359252
108,4.7,3,149.01,734812.300521,1.19649,1.36086,1.31409,1.44782,1.36509,1.60979,1.84042,3.2455,3.56709,3.25076,2.34665,818,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.770081266680261,0.262936372359252
109,4.7,3,132.44,734812.300521,1.46819,1.00078,0.69324,0.81189,0.42945,0.48365,0.38343,0.38846,0.89474,1.40502,1.13311,1056,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.443458733319739,0.262936372359252
110,4.7,3,115.52,734812.300521,1.01735,0.82615,0.81265,0.65253,0.21625,0.54757,0.89204,1.66637,1.91914,1.7936,1.09177,772,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.484798733319739,0.262936372359252
111,4.7,3,162.73,734812.300521,0.78285,0.90171,0.93359,1.27952,0.98937,1.00647,1.6339,2.24816,2.63206,2.8223,2.3341,1073,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.757531266680261,0.262936372359252
112,4.7,3,197.34,734812.300521,1.32206,0.92667,1.39347,1.28612,1.36269,1.58918,2.46339,2.14523,2.72334,2.86686,2.34221,1202,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.765641266680261,0.262936372359252
113,4.7,3,263.08,734812.300521,1.03598,1.13757,0.85516,0.72026,0.69222,1.04645,1.60837,2.18424,2.3345,2.4476,2.23269,756,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.656121266680261,0.262936372359252
114,4.7,3,187.47,734812.300521,0.97775,1.06333,1.43585,1.49113,1.42624,1.66051,1.12401,1.06036,1.00452,1.68362,1.93115,812,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.354581266680261,0.262936372359252
115,4.7,3,189.45,734812.300521,1.28784,1.24665,1.45332,1.4858,1.51541,1.6309,1.44109,1.06823,1.09629,0.95864,1.18753,781,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.389038733319739,0.262936372359252
116,4.7,3,202.38,734812.300521,1.90321,2.01598,1.93077,1.64414,1.59796,2.1721,2.5283,2.49575,2.7494,2.71585,1.97756,532,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.400991266680261,0.262936372359252
117,4.7,3,256.14,734812.300521,2.58778,2.63733,2.6283,3.05673,2.82213,2.03132,2.0572,1.97026,2.06783,2.18236,1.72337,826,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.146801266680261,0.262936372359252
118,4.7,3,299.15,734812.300521,2.98985,3.08971,2.82924,2.66824,2.27974,2.24131,2.2012,2.31712,2.81526,2.89862,2.47586,822,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.899291266680261,0.262936372359252
119,4.7,3,256.71,734812.300521,1.63032,2.16493,2.18938,1.93314,1.48997,1.35093,1.57385,1.53817,1.38342,1.58723,1.30574,520,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.270828733319739,0.262936372359252
120,4.7,3,281.45,734812.300521,1.69536,1.77101,1.4771,1.48785,1.0364,1.3707,2.29635,2.86726,2.45784,1.98358,1.87763,427,734812.300521,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.301061266680261,0.262936372359252
121,5.7,8,299.41,734813.161921,1.10753,0.54929,0.43264,0.63429,0.45112,0.68005,1.32555,1.41152,1.58306,1.44883,1.278,407,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.409168758473063,-0.444801119433549
122,5.7,8,266.08,734813.161921,3.44589,1.99612,1.1563,0.56873,0.43413,0.42363,-0.83758,-0.25772,0.64501,1.07619,1.07544,1015,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.206608758473063,-0.444801119433549
124,5.7,8,41.17,734813.161921,0.56083,-0.5497,-1.03197,-0.77803,-0.72331,0.61655,0.28317,1.19986,1.19392,1.01156,0.33519,725,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.533641241526937,-0.444801119433549
125,5.7,8,42.6,734813.161921,-0.00788,-0.26491,-0.51252,-0.4242,-0.78331,0.12924,0.84253,1.38154,1.75651,1.63412,0.83647,591,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.032361241526937,-0.444801119433549
127,5.7,8,242.38,734813.161921,2.67441,2.5378,1.23532,1.08217,0.81919,0.71318,0.43484,0.84327,0.30564,0.76849,0.76834,954,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.100491241526937,-0.444801119433549
128,5.7,8,241.22,734813.161921,1.73751,2.05551,1.56725,0.81936,0.74589,0.30782,-0.3837,-0.47078,0.21047,0.10431,-0.03854,1034,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.907371241526937,-0.444801119433549
129,5.7,8,263.82,734813.161921,2.3598,2.34419,1.68423,1.61115,1.6396,0.41064,-0.28726,0.00703,0.66116,1.07,0.75119,867,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.117641241526937,-0.444801119433549
130,5.7,8,275.83,734813.161921,2.7107,1.52488,1.06386,0.94216,0.89735,0.30291,-0.40963,0.15507,0.86278,1.34993,1.21392,939,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.345088758473063,-0.444801119433549
131,5.7,8,92.68,734813.161921,0.73182,-0.21667,0.12077,-0.2521,-0.79673,-1.14085,-1.24256,-0.17295,0.12208,-0.05405,-0.41398,969,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-1.28281124152694,-0.444801119433549
132,5.7,8,282.27,734813.161921,1.87868,2.00325,1.38412,0.94408,0.93526,0.15759,-0.69706,-0.09335,0.68093,1.00019,0.67784,211,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.190991241526937,-0.444801119433549
133,5.7,8,271.55,734813.161921,1.02313,0.67059,0.01769,-0.06987,0.11107,-0.5564,-0.72457,-0.16757,0.36339,0.64678,0.28409,512,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.584741241526937,-0.444801119433549
134,5.7,8,205.06,734813.161921,1.33264,0.95323,0.98299,1.2957,1.48674,1.05166,0.63742,0.64038,0.90108,1.15449,0.70567,1859,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.163161241526937,-0.444801119433549
135,5.7,8,128.59,734813.161921,1.03358,0.44443,-0.09211,-0.21491,-0.22724,-0.24946,-0.5616,0.18275,0.68523,0.66211,-0.0657,1056,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.934531241526937,-0.444801119433549
136,5.7,8,164.15,734813.161921,0.54673,0.51617,0.23093,-0.12461,-0.37791,0.42249,0.16459,0.18453,1.28402,1.88438,1.66088,1073,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.792048758473063,-0.444801119433549
137,5.7,8,199.8,734813.161921,0.78282,0.6803,-0.09343,-0.06962,0.13088,0.351,0.60714,1.1128,0.88781,1.12154,1.00644,1202,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,0.137608758473063,-0.444801119433549
138,5.7,8,265.85,734813.161921,0.56174,0.70163,-0.31704,-0.61189,-0.85041,-0.57694,-0.58567,-0.23089,0.14811,0.20258,0.46837,756,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.400461241526937,-0.444801119433549
139,5.7,8,183.63,734813.161921,0.11671,0.18606,0.19532,0.38252,0.68266,0.66724,0.54867,0.83675,0.64665,0.93101,0.53029,812,734813.161921,1.14873810312094,1.31363236096049,1.47852661880004,0.947935161057135,1.00621939172302,1.06808725519828,0.326070855234424,0.447418495559002,0.613925798502788,-0.338541241526937,-0.444801119433549
