gmCode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0 _phi_ci95l,resid_10p0 _phi,resid_10p0 _phi_ci95u,resid_10p0 _tau_ci95l,resid_10p0 _tau,resid_10p0 _tau_ci95u,resid_10p0 _intra,resid_10p0 _inter
140,5.7,8,253.98,734813.2,-1.60606,-0.40538,-0.14002,-0.13572,-0.03245,-0.28782,0.55865,0.76862,0.56984,0.87854,0.99015,520,734813.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.749934252436768,-0.368329190188545
141,5.7,8,280.1,734813.2,-1.47307,-0.88738,-0.39965,-0.62861,-0.7575,-0.4416,0.79184,0.94833,1.34633,1.11697,0.70331,427,734813.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.463094252436768,-0.368329190188545
142,4.83,8,266.08,734815.1,0.94362,0.23134,0.07356,0.14268,-0.03704,0.38062,-0.15523,0.0395,0.62324,0.81353,0.70952,1015,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0162839209191492,0.117258983167373
147,4.83,8,242.38,734815.1,0.30371,0.95706,0.65879,0.56612,0.41976,0.73339,1.31116,1.183,1.17791,1.37515,1.08141,954,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.355606079080851,0.117258983167373
148,4.83,8,241.22,734815.1,-0.18519,0.82894,0.94621,0.8897,0.92815,1.15255,1.41301,1.28253,1.02049,1.08105,1.09451,1034,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.368706079080851,0.117258983167373
149,4.83,8,263.82,734815.1,0.16023,0.91623,1.07228,0.97453,1.10549,0.6678,0.775,0.84665,0.59132,0.77615,0.72104,867,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.00476392091914923,0.117258983167373
150,4.83,8,169.49,734815.1,0.20444,0.86053,0.649,0.4496,-0.09934,0.44837,1.05367,0.60644,1.18851,1.32703,1.08058,1141,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.354776079080851,0.117258983167373
151,4.83,8,154.59,734815.1,-0.49735,0.21327,0.56912,0.77245,0.68207,0.58723,0.76862,0.62368,1.03935,1.21177,0.98069,849,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.254886079080851,0.117258983167373
152,4.83,8,186.25,734815.1,0.1874,0.18862,0.48592,0.59702,0.6069,0.61195,0.79803,0.50741,0.54705,0.71438,0.81594,1026,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0901360790808508,0.117258983167373
153,4.83,8,240.62,734815.1,0.50679,0.50823,0.40692,0.84867,0.6799,-0.38397,-0.63348,0.0645,-0.05789,-0.33377,-0.33352,1396,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.05932392091915,0.117258983167373
154,4.83,8,275.83,734815.1,-0.02294,-0.31221,-0.54611,-0.32204,-0.33749,-0.36946,-0.48008,0.00686,0.14948,0.12539,-0.12746,939,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.853263920919149,0.117258983167373
155,4.83,8,223.07,734815.1,-0.38731,-0.26792,0.05617,0.2395,0.10928,0.78901,0.68027,1.03715,0.84616,0.83329,0.81678,700,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0909760790808507,0.117258983167373
156,4.83,8,92.68,734815.1,-0.00789,0.524,0.54336,0.75624,0.44826,-0.28876,0.42875,0.90959,1.28883,1.31075,0.93575,969,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.209946079080851,0.117258983167373
157,4.83,8,131.96,734815.1,-0.71914,-0.53467,-0.43302,-0.31104,-0.18418,-0.84007,-1.01704,-0.16666,-0.38712,-0.42867,-0.52958,1153,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.25538392091915,0.117258983167373
158,4.83,8,175.8,734815.1,0.30473,0.16922,-0.29705,-0.18352,-0.57457,-0.57785,-0.17254,-0.0848,0.32361,0.38996,0.20073,1541,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.525073920919149,0.117258983167373
159,4.83,8,235,734815.1,0.59841,0.67577,0.23033,0.01537,0.37263,-0.2141,0.83765,0.65879,0.45037,0.51733,0.57389,670,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.151913920919149,0.117258983167373
160,4.83,8,78.27,734815.1,-0.85847,-0.34338,-0.24352,-0.34432,-0.6618,-0.78692,-0.41802,0.28854,0.79977,0.92097,0.41179,914,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.314013920919149,0.117258983167373
162,4.83,8,214.51,734815.1,0.17047,0.82278,0.96664,1.35419,1.05034,1.02688,1.14418,1.18549,0.78503,0.90803,1.02878,455,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.302976079080851,0.117258983167373
163,4.83,8,282.27,734815.1,-0.25732,0.76049,0.43591,1.00477,0.76418,0.76022,0.40927,0.40184,1.04235,1.23152,0.85947,211,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.133666079080851,0.117258983167373
164,4.83,8,65.56,734815.1,-1.11256,-0.41295,-0.67727,-0.36098,-0.65237,-0.10791,-0.37392,0.43163,0.86393,0.64655,0.31652,985,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.409283920919149,0.117258983167373
165,4.83,8,127.78,734815.1,-0.26601,0.33945,0.1396,0.10299,-0.05596,-0.14743,0.01137,0.47051,1.43346,1.60335,1.10166,1321,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.375856079080851,0.117258983167373
166,4.83,8,209.12,734815.1,-0.24328,0.28366,0.64918,1.02575,0.93127,1.16795,1.67218,1.44455,1.20472,1.52356,1.46304,1120,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.737236079080851,0.117258983167373
167,4.83,8,271.55,734815.1,-1.19422,-0.48221,-0.21674,-0.0181,0.11145,0.35919,0.89553,0.48181,1.14755,1.43501,1.24014,512,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.514336079080851,0.117258983167373
168,4.83,8,205.06,734815.1,-1.2385,-0.74325,-0.64419,-0.50654,-0.32848,-0.07883,-0.47056,-0.17873,-0.09237,0.25433,-0.05038,1859,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.776183920919149,0.117258983167373
169,4.83,8,143.67,734815.1,-1.42553,-0.60937,-0.42001,-0.70773,-0.6788,-0.31026,-0.22283,1.25929,2.02371,1.69691,0.61443,818,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.111373920919149,0.117258983167373
170,4.83,8,128.59,734815.1,0.01425,-0.67473,-0.21331,-0.64072,-0.44332,-0.4839,-0.40416,-0.3026,0.52086,0.9692,0.73091,1056,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0051060790808507,0.117258983167373
171,4.83,8,113.93,734815.1,-0.63692,0.2656,0.11164,0.44294,0.20715,-0.001,0.91898,0.44205,1.09029,1.54444,0.977,772,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.251196079080851,0.117258983167373
172,4.83,8,164.15,734815.1,-1.66424,-0.6378,-0.58202,-0.34736,-0.2412,-0.51352,-0.18229,0.32058,0.72996,0.93882,0.56167,1073,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.164133920919149,0.117258983167373
173,4.83,8,199.8,734815.1,-1.67012,-0.61558,-0.52358,-0.24949,0.00909,-0.08583,0.71557,0.65092,1.1478,1.47437,1.185,1202,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.459196079080851,0.117258983167373
174,4.83,8,265.85,734815.1,-1.89963,-0.90664,-1.25323,-0.92874,-0.86392,-0.86557,-0.05559,0.35007,0.95945,1.1686,1.11228,756,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.386476079080851,0.117258983167373
175,4.83,8,183.63,734815.1,-1.5107,-0.80681,0.13805,0.00445,0.27189,0.27407,0.34713,0.43467,0.5305,1.00049,1.38068,812,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.654876079080851,0.117258983167373
176,4.83,8,187.32,734815.1,-0.85288,0.31353,0.90825,0.90914,1.18625,0.43892,0.75969,0.98852,0.80905,0.89639,1.15988,781,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.434076079080851,0.117258983167373
177,4.83,8,201.91,734815.1,-0.87404,0.19668,0.3539,0.35888,1.04324,0.62454,1.01801,0.87677,0.80381,1.27873,0.87869,532,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.152886079080851,0.117258983167373
178,4.83,8,257.16,734815.1,-0.50883,0.36197,0.2228,0.56203,0.25902,0.00818,-0.18982,0.2491,0.12139,0.4398,0.19327,826,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.532533920919149,0.117258983167373
179,4.83,8,253.98,734815.1,-1.23553,0.08561,0.51645,0.68438,0.51889,0.22009,1.02586,0.92222,0.78771,1.0449,1.1694,520,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.443596079080851,0.117258983167373
180,4.83,8,280.1,734815.1,-1.39902,-0.15923,-0.00362,0.45456,0.09224,0.3144,1.05921,1.16655,1.13906,0.9946,1.01905,427,734815.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.293246079080851,0.117258983167373
214,4.07,4,95.09,735639.1,-0.21041,0.34129,0.35161,0.08414,-0.3225,-0.59794,-0.12828,0.46721,0.80663,0.91461,0.55308,493,735639.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.6538190203541,0.598354082602323
217,4.07,4,26.08,735639.1,-1.77224,-0.72663,-0.07387,0.4327,0.82304,2.20702,3.70613,4.6184,5.24945,5.73545,7.25309,591,735639.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,6.0461909796459,0.598354082602323
222,4.07,4,54.6,735639.1,-1.62007,-0.6574,-0.4537,-0.24416,-0.19702,1.00452,1.02668,1.51903,1.76226,1.60611,1.03111,378,735639.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.1757890203541,0.598354082602323
224,4.07,4,132.25,735639.1,-1.57708,-1.06168,-0.64938,-0.81543,-0.7415,-0.32428,-0.48183,-0.1897,-0.1565,-0.01797,-0.03784,1016,735639.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.2447390203541,0.598354082602323
225,4.07,4,165.88,735639.1,-0.14172,0.04925,-0.49586,-0.45989,-0.43541,-0.43645,0.3518,1.07098,1.41141,1.34761,0.78779,700,735639.1,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.4191090203541,0.598354082602323
229,4.23,4,77.09,735688.3,-0.11605,0.71354,0.08296,-0.07118,-0.18528,-0.55919,-0.70862,-0.09403,0.09114,0.04813,0.59355,580,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.629388097620377,0.6143931598686
234,4.23,4,94.21,735688.3,0.45161,1.82916,1.73292,1.25814,0.93009,0.95993,0.83779,1.33861,1.89888,2.42477,3.92109,410,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,2.69815190237962,0.6143931598686
236,4.23,4,81.58,735688.3,-1.77371,-1.23084,-1.09364,-1.32465,-0.95202,-0.22574,-0.30557,0.44768,0.82885,0.5892,-0.0434,378,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.26633809762038,0.6143931598686
242,4.23,4,272.31,735688.3,-1.17842,-0.33645,0.15667,0.01558,-0.08697,0.47621,-0.09253,-0.19381,-0.17997,-0.12803,-0.18395,666,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.40688809762038,0.6143931598686
243,4.23,4,129.3,735688.3,-0.24967,0.89832,0.58708,1.12155,1.44511,0.72648,0.52793,0.54771,0.63637,0.64109,0.95442,989,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.268518097620377,0.6143931598686
244,4.23,4,163.63,735688.3,-0.52016,0.37042,0.67352,0.52848,0.5505,0.36835,0.2002,-0.09215,0.04159,-0.00713,0.13869,1016,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.08424809762038,0.6143931598686
245,4.23,4,129.28,735688.3,-0.52277,-0.10526,-0.97489,-1.05821,-0.80135,0.40555,0.3105,0.77816,1.08969,0.94799,0.47387,700,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.749068097620377,0.6143931598686
246,4.23,4,288.91,735688.3,0.44761,0.30007,-0.08794,-0.46209,-0.80797,-1.01164,-0.99988,-0.53771,-0.63378,-0.68589,-0.54406,670,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-1.76699809762038,0.6143931598686
247,4.23,4,189.48,735688.3,1.26341,1.99599,2.46124,2.84422,3.10435,4.32582,5.58824,6.61055,7.26653,7.76388,9.3442,1859,735688.3,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,8.12126190237962,0.6143931598686
271,4.16,4,99.47,735696.7,-0.6023,0.4705,0.5275,0.11937,0.24744,0.53947,0.3943,0.74471,1.10106,1.06047,0.74434,493,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.5282758060749,-0.392480743826677
274,4.16,4,98.18,735696.7,-0.92285,-0.27879,-1.26267,-1.83642,-1.92303,-1.24302,-1.45658,-0.41797,-0.64851,-0.77711,-0.67848,580,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.8945441939251,-0.392480743826677
285,4.16,4,54.22,735696.7,-0.69247,-0.76716,-0.50947,-0.72049,-1.03852,-1.27019,-0.53437,5e-04,0.52166,0.50159,-0.07361,503,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.2896741939251,-0.392480743826677
286,4.16,4,130.19,735696.7,-1.41198,-1.29669,-1.12519,-0.82547,-1.0302,-0.92824,-1.27702,-0.5602,-0.13712,-0.07331,-0.46726,989,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.6833241939251,-0.392480743826677
287,4.16,4,125.95,735696.7,-1.7209,-1.37619,-1.34739,-1.80918,-1.69712,-1.4432,-1.34823,-0.76695,-0.3623,-0.2758,-0.60184,1016,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.817904193925099,-0.392480743826677
288,4.16,4,171.81,735696.7,-0.3012,-0.086,-0.61541,-0.70163,-0.08204,-0.10138,-0.13169,0.39351,0.61978,0.50096,-0.09992,700,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.3159841939251,-0.392480743826677
291,4.16,4,218.69,735696.7,-2.49251,-1.14143,-1.64719,-1.57536,-1.41279,-0.22102,0.20319,-0.02052,-0.07001,0.2557,0.35886,1073,735696.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.1427958060749,-0.392480743826677
326,4.28,8,169.35,735766.4,-1.27413,-0.2305,0.17189,0.49217,0.43506,0.29896,-0.19357,0.08199,-0.12508,-0.09498,0.01104,612,735766.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.84027058896843,0.242765651216653
328,4.28,8,9.04,735766.4,-0.89497,-0.66011,-0.11641,-0.01046,-0.06433,0.09067,1.59666,2.5283,3.16962,3.6613,5.19518,615,735766.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,4.34386941103157,0.242765651216653
331,4.28,8,59.73,735766.4,0.10381,1.01184,1.03509,1.42744,1.74916,2.9845,4.38218,5.26974,5.89432,6.39461,7.93425,321,735766.4,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,7.08293941103157,0.242765651216653
